index,word,weight,number_of_words
6412,menduri,-4.0,1.0
6413,berbantahan,-3.0,1.0
6414,bahasa,-4.0,1.0
6415,gugup,-5.0,1.0
6416,gugus,-4.0,1.0
6417,bercikun-cikun,-5.0,1.0
6418,merorod,-4.0,1.0
6419,uzur,-3.0,1.0
6420,rompes,-4.0,1.0
6421,kepalang,-3.0,1.0
6422,ulam-ulam,-5.0,1.0
6423,pandemi,-5.0,1.0
6424,atribut,-3.0,1.0
6425,deskripsi,-4.0,1.0
6426,geblek,-5.0,1.0
6427,bungsu,-3.0,1.0
6428,menyembunyikan,-3.0,1.0
6429,beranggar lidah,-3.0,2.0
6430,londang,-3.0,1.0
6431,terbakar,-5.0,1.0
6432,mengesel,-5.0,1.0
6433,kerabit,-3.0,1.0
6434,keluarga,-3.0,1.0
6435,berangsang,-5.0,1.0
6436,hilang akal,-5.0,2.0
6437,berkecenderungan,-3.0,1.0
6438,junior,-4.0,1.0
6439,penjara,-4.0,1.0
6440,menyesak,-4.0,1.0
6441,banyak cakap,-4.0,2.0
6442,antitesis,-3.0,1.0
6443,mengotori,-5.0,1.0
6444,bercucuran,-5.0,1.0
6445,mengelih,-4.0,1.0
6446,penanggung,-4.0,1.0
6447,barut,-3.0,1.0
6448,mengelis,-3.0,1.0
6449,pipitan,-3.0,1.0
6450,intiha,-3.0,1.0
6451,tenggalam,-3.0,1.0
6452,menyesar,-3.0,1.0
6453,menyesap,-3.0,1.0
6454,sayap,-4.0,1.0
6455,pelak,-3.0,1.0
6456,cemomot,-4.0,1.0
6457,bebal,-3.0,1.0
6458,antuk,-4.0,1.0
6459,lantaran,-4.0,1.0
6460,satelit,-3.0,1.0
6461,berangsur,-3.0,1.0
6462,danyang,-4.0,1.0
6463,seleweng,-5.0,1.0
6464,mendangkung,-3.0,1.0
6465,soak,-5.0,1.0
6466,menghujat,-4.0,1.0
6467,berombongan,-4.0,1.0
6468,caing,-3.0,1.0
6469,sorak,-3.0,1.0
6470,taburan,-3.0,1.0
6471,imbesil,-5.0,1.0
6472,pelir,-5.0,1.0
6473,cukup,-5.0,1.0
6474,kemban,-5.0,1.0
6475,keris,-4.0,1.0
6476,tersumbat,-5.0,1.0
6477,bercekcok,-4.0,1.0
6478,asan tak asan,-5.0,3.0
6479,jual murah,-3.0,2.0
6480,bertengking,-4.0,1.0
6481,bantu,-4.0,1.0
6482,mengonfirmasi,-4.0,1.0
6483,bergundang,-5.0,1.0
6484,pengamitan,-4.0,1.0
6485,memecah,-4.0,1.0
6486,bergairah,-3.0,1.0
6487,cengkeram,-5.0,1.0
6488,menafikan,-4.0,1.0
6489,menyakar,-5.0,1.0
6490,pepet,-5.0,1.0
6491,ketat,-3.0,1.0
6492,cuma,-3.0,1.0
6493,berdompol,-4.0,1.0
6494,mencecak,-3.0,1.0
6495,melumur,-4.0,1.0
6496,melukat,-4.0,1.0
6497,jeli,-3.0,1.0
6498,aborsi,-3.0,1.0
6499,lembu hutan,-3.0,2.0
6500,jalu,-4.0,1.0
6501,puntianak,-5.0,1.0
6502,berbicara,-3.0,1.0
6503,pengacauan,-4.0,1.0
6504,tuju,-4.0,1.0
6505,pinggir,-4.0,1.0
6506,merangsang,-4.0,1.0
6507,menjatuhkan,-4.0,1.0
6508,kerabu,-5.0,1.0
6509,debil,-5.0,1.0
6510,laif,-5.0,1.0
6511,bentul,-3.0,1.0
6512,renyang,-5.0,1.0
6513,berbecak-becak,-3.0,1.0
6514,aji,-3.0,1.0
6515,penabalan,-3.0,1.0
6516,berona,-3.0,1.0
6517,bagian,-4.0,1.0
6518,laik,-5.0,1.0
6519,bundak,-3.0,1.0
6520,narkotik,-3.0,1.0
6521,resan,-5.0,1.0
6522,koyak,-3.0,1.0
6523,anggota,-3.0,1.0
6524,mempersakiti,-5.0,1.0
6525,benjut,-4.0,1.0
6526,terbuni,-5.0,1.0
6527,penyangkal,-4.0,1.0
6528,coleng,-4.0,1.0
6529,terpangah,-4.0,1.0
6530,tindih,-4.0,1.0
6531,sano,-4.0,1.0
6532,keset,-4.0,1.0
6533,bening,-4.0,1.0
6534,hemat,-3.0,1.0
6535,lebar mulut,-4.0,2.0
6536,ambles,-4.0,1.0
6537,konglomerasi,-4.0,1.0
6538,prapendapat,-3.0,1.0
6539,generasi,-3.0,1.0
6540,menunjang,-3.0,1.0
6541,memapas,-5.0,1.0
6542,abses,-4.0,1.0
6543,berhandai-handai,-3.0,1.0
6544,jawatan,-3.0,1.0
6545,geriap,-4.0,1.0
6546,bersara,-3.0,1.0
6547,absen,-3.0,1.0
6548,serampu,-3.0,1.0
6549,candala,-5.0,1.0
6550,batel,-4.0,1.0
6551,tumpat,-4.0,1.0
6552,berjejak,-3.0,1.0
6553,degil,-5.0,1.0
6554,masyhur,-5.0,1.0
6555,dangkar,-4.0,1.0
6556,talak,-3.0,1.0
6557,kedengkian,-5.0,1.0
6558,berbahaya,-4.0,1.0
6559,mengguguk,-5.0,1.0
6560,inisiator,-4.0,1.0
6561,harus,-5.0,1.0
6562,pergi,-3.0,1.0
6563,menggiatkan,-4.0,1.0
6564,cucup,-3.0,1.0
6565,menebeng,-3.0,1.0
6566,kepala angin,-3.0,2.0
6567,berasal,-3.0,1.0
6568,berasak,-3.0,1.0
6569,padang luas,-3.0,2.0
6570,menyelundupi,-3.0,1.0
6571,menganugerahi,-3.0,1.0
6572,kusut pikiran,-4.0,2.0
6573,galas,-4.0,1.0
6574,temporer,-4.0,1.0
6575,kocar-kacir,-5.0,1.0
6576,sambungan jiwa,-3.0,2.0
6577,degub,-3.0,1.0
6578,desak,-4.0,1.0
6579,laknat,-5.0,1.0
6580,pikiran tumpul,-3.0,2.0
6581,bergema,-4.0,1.0
6582,siratan,-3.0,1.0
6583,epidemi,-5.0,1.0
6584,minta,-3.0,1.0
6585,bacok,-4.0,1.0
6586,kepialu,-4.0,1.0
6587,kesepakatan,-4.0,1.0
6588,desau,-3.0,1.0
6589,jenewer,-4.0,1.0
6590,mencium,-3.0,1.0
6591,mengernai,-4.0,1.0
6592,merekomendasi,-3.0,1.0
6593,nistaan,-5.0,1.0
6594,berkemandang,-3.0,1.0
6595,separuh,-3.0,1.0
6596,keloyoan,-3.0,1.0
6597,gerah,-5.0,1.0
6598,menyekar,-4.0,1.0
6599,rusuk,-4.0,1.0
6600,cangkul,-4.0,1.0
6601,tertangguh,-3.0,1.0
6602,trek,-3.0,1.0
6603,minum,-3.0,1.0
6604,beringat,-3.0,1.0
6605,hingar,-5.0,1.0
6606,wreda,-4.0,1.0
6607,petus,-3.0,1.0
6608,loksek,-4.0,1.0
6609,mencemari,-4.0,1.0
6610,mencopet,-5.0,1.0
6611,daing,-4.0,1.0
6612,kongkong,-3.0,1.0
6613,sara bara,-5.0,2.0
6614,rapun,-5.0,1.0
6615,eban,-4.0,1.0
6616,tuhmah,-3.0,1.0
6617,perit,-4.0,1.0
6618,merasuk hati,-3.0,2.0
6619,minus,-3.0,1.0
6620,erotan,-4.0,1.0
6621,se-sat pusat,-4.0,2.0
6622,menyikut,-5.0,1.0
6623,khalifatullah,-4.0,1.0
6624,desersi,-3.0,1.0
6625,penobatan,-3.0,1.0
6626,setengah,-3.0,1.0
6627,direksi,-3.0,1.0
6628,kecap,-4.0,1.0
6629,pamflet,-3.0,1.0
6630,tercampak,-5.0,1.0
6631,kebimbangan,-4.0,1.0
6632,pangkur,-4.0,1.0
6633,bablas,-5.0,1.0
6634,somplak,-4.0,1.0
6635,memamah,-4.0,1.0
6636,doi,-3.0,1.0
6637,iming-iming,-3.0,1.0
6638,kembang-kempis,-4.0,1.0
6639,menyabet,-5.0,1.0
6640,kegegeran,-3.0,1.0
6641,menyeterui,-5.0,1.0
6642,merumung,-3.0,1.0
6643,mengembat,-5.0,1.0
6644,menjual,-5.0,1.0
6645,derek,-5.0,1.0
6646,mata betung,-3.0,2.0
6647,hasud,-5.0,1.0
6648,koteng,-3.0,1.0
6649,hulu,-3.0,1.0
6650,kesukaran,-4.0,1.0
6651,pembantah,-4.0,1.0
6652,meninggalkan,-4.0,1.0
6653,semuanya,-3.0,1.0
6654,patah pucuk,-5.0,2.0
6655,ketupat bangkahulu,-5.0,2.0
6656,gedang,-4.0,1.0
6657,sitoplasma,-5.0,1.0
6658,pengumuman,-3.0,1.0
6659,terbenam,-5.0,1.0
6660,kesenyapan,-4.0,1.0
6661,puisi,-3.0,1.0
6662,penggelapan,-4.0,1.0
6663,telerang,-3.0,1.0
6664,permusuhan,-5.0,1.0
6665,terasing,-5.0,1.0
6666,digresi,-4.0,1.0
6667,penyap,-3.0,1.0
6668,lancip,-4.0,1.0
6669,hoki,-3.0,1.0
6670,celomes,-4.0,1.0
6671,implementasi,-4.0,1.0
6672,semrawut,-5.0,1.0
6673,atresia,-3.0,1.0
6674,menjejaki,-4.0,1.0
6675,lopak,-4.0,1.0
6676,membahana,-3.0,1.0
6677,mampir,-3.0,1.0
6678,bersurai,-3.0,1.0
6679,gambar,-3.0,1.0
6680,asid,-5.0,1.0
6681,menggoyang,-3.0,1.0
6682,rangkap,-3.0,1.0
6683,lekukan,-3.0,1.0
6684,langsuir,-4.0,1.0
6685,random,-4.0,1.0
6686,menakali,-4.0,1.0
6687,pupus,-5.0,1.0
6688,dukun,-3.0,1.0
6689,mengharubirukan,-4.0,1.0
6690,irsyad,-3.0,1.0
6691,rurut,-5.0,1.0
6692,gelantung,-4.0,1.0
6693,diplomasi,-5.0,1.0
6694,buram,-3.0,1.0
6695,pengintai,-3.0,1.0
6696,carik,-5.0,1.0
6697,terpaksa,-4.0,1.0
6698,terbelakang,-3.0,1.0
6699,bertimbal,-3.0,1.0
6700,mencerca,-5.0,1.0
6701,pelana,-3.0,1.0
6702,buras,-4.0,1.0
6703,folder,-5.0,1.0
6704,blangko,-3.0,1.0
6705,badan,-3.0,1.0
6706,tamparan,-3.0,1.0
6707,berpoleng,-3.0,1.0
6708,membekam,-4.0,1.0
6709,tipu muslihat,-5.0,2.0
6710,menyeluk,-3.0,1.0
6711,jungkal,-5.0,1.0
6712,kata-kata,-4.0,1.0
6713,jengkang,-5.0,1.0
6714,stok,-3.0,1.0
6715,jalan arteri,-4.0,2.0
6716,buah,-3.0,1.0
6717,inferioritas,-5.0,1.0
6718,mencakar,-4.0,1.0
6719,comberan,-4.0,1.0
6720,gaul,-3.0,1.0
6721,bab,-4.0,1.0
6722,menampak,-4.0,1.0
6723,beringas,-4.0,1.0
6724,pada,-3.0,1.0
6725,rudin,-5.0,1.0
6726,memarak,-3.0,1.0
6727,vampir,-5.0,1.0
6728,menggaet,-5.0,1.0
6729,pincang,-4.0,1.0
6730,indolensi,-4.0,1.0
6731,bercakar-cakaran,-4.0,1.0
6732,dekadensi,-5.0,1.0
6733,ambruk,-5.0,1.0
6734,sebagai,-3.0,1.0
6735,rubuh,-5.0,1.0
6736,pawana,-4.0,1.0
6737,radius,-4.0,1.0
6738,kerikil,-3.0,1.0
6739,berambu-rambu,-4.0,1.0
6740,menghalang,-4.0,1.0
6741,cemar,-5.0,1.0
6742,lekat,-3.0,1.0
6743,periksa,-5.0,1.0
6744,lekas,-3.0,1.0
6745,lekap,-3.0,1.0
6746,cemat,-5.0,1.0
6747,bunting,-3.0,1.0
6748,disentri,-5.0,1.0
6749,babak,-4.0,1.0
6750,bertingkat,-4.0,1.0
6751,kemerosotan,-5.0,1.0
6752,atur,-4.0,1.0
6753,gabas,-5.0,1.0
6754,kohor,-3.0,1.0
6755,berlebih-lebih,-4.0,1.0
6756,pertunjuk,-3.0,1.0
6757,suplai,-3.0,1.0
6758,inteligen,-4.0,1.0
6759,gunjingan,-5.0,1.0
6760,artikel,-4.0,1.0
6761,berjubal,-3.0,1.0
6762,menyemir,-5.0,1.0
6763,pongsu,-4.0,1.0
6764,tatah-tatah,-5.0,1.0
6765,anarki,-4.0,1.0
6766,menyelami,-5.0,1.0
6767,mencepung,-5.0,1.0
6768,azab,-5.0,1.0
6769,menegah,-5.0,1.0
6770,menyumpahi,-5.0,1.0
6771,dabih,-3.0,1.0
6772,menyisikan,-4.0,1.0
6773,pinak,-3.0,1.0
6774,cempeng,-4.0,1.0
6775,linguis,-3.0,1.0
6776,perguaman,-4.0,1.0
6777,telimpuh,-3.0,1.0
6778,dangkung,-3.0,1.0
6779,menyurut,-3.0,1.0
6780,mengadili,-4.0,1.0
6781,pita,-4.0,1.0
6782,membual,-4.0,1.0
6783,bijaksana,-4.0,1.0
6784,awa-,-3.0,1.0
6785,bergulat,-4.0,1.0
6786,penyigian,-3.0,1.0
6787,mengagumkan,-5.0,1.0
6788,jambak,-5.0,1.0
6789,cekah,-4.0,1.0
6790,berlanggaran,-4.0,1.0
6791,melunyah,-3.0,1.0
6792,ujar,-4.0,1.0
6793,pemikiran,-3.0,1.0
6794,cepol,-4.0,1.0
6795,lemau,-4.0,1.0
6796,melepas,-5.0,1.0
6797,cekat,-4.0,1.0
6798,simpang-siur,-4.0,1.0
6799,penengah,-3.0,1.0
6800,menjebol,-3.0,1.0
6801,menyetrap,-3.0,1.0
6802,hadir,-3.0,1.0
6803,subversif,-4.0,1.0
6804,menyembarangi,-5.0,1.0
6805,menimang-nimang,-3.0,1.0
6806,balkon,-3.0,1.0
6807,juwita,-4.0,1.0
6808,tersimbah,-5.0,1.0
6809,tersila,-3.0,1.0
6810,tambeng,-5.0,1.0
6811,anyir,-4.0,1.0
6812,penghormatan,-3.0,1.0
6813,berdekus,-3.0,1.0
6814,madani,-4.0,1.0
6815,menganggur,-4.0,1.0
6816,berdikit-dikit,-3.0,1.0
6817,ayat,-4.0,1.0
6818,semprot,-5.0,1.0
6819,reguk,-3.0,1.0
6820,seluruhnya,-3.0,1.0
6821,jelata,-5.0,1.0
6822,berak air,-4.0,2.0
6823,selia,-4.0,1.0
6824,senang,-4.0,1.0
6825,memejalkan,-3.0,1.0
6826,kendati,-3.0,1.0
6827,tunggang gunung,-4.0,2.0
6828,pengasih,-4.0,1.0
6829,gembung,-3.0,1.0
6830,menjodohkan,-3.0,1.0
6831,melindur,-3.0,1.0
6832,tuntut,-3.0,1.0
6833,beredak,-5.0,1.0
6834,semena-mena,-5.0,1.0
6835,kedung,-3.0,1.0
6836,antek,-3.0,1.0
6837,mandiri,-3.0,1.0
6838,bancang,-5.0,1.0
6839,perdata,-3.0,1.0
6840,tertumbuk,-4.0,1.0
6841,tawon,-3.0,1.0
6842,terisolasi,-3.0,1.0
6843,putus akal,-5.0,2.0
6844,ringan lidah,-4.0,2.0
6845,menyerempakkan,-3.0,1.0
6846,terperosok,-5.0,1.0
6847,menebuk,-3.0,1.0
6848,ain,-5.0,1.0
6849,topek,-4.0,1.0
6850,alur,-4.0,1.0
6851,serak,-4.0,1.0
6852,terlengar,-4.0,1.0
6853,aib,-5.0,1.0
6854,frustasi,-3.0,1.0
6855,penyemat,-4.0,1.0
6856,ganggang,-3.0,1.0
6857,bimbingan,-3.0,1.0
6858,mewujudkan,-3.0,1.0
6859,wafat,-5.0,1.0
6860,peniadaan,-3.0,1.0
6861,penolak,-3.0,1.0
6862,geluduk,-3.0,1.0
6863,arsip,-5.0,1.0
6864,upaya,-4.0,1.0
6865,papakerma,-5.0,1.0
6866,istan,-5.0,1.0
6867,buang air besar,-5.0,3.0
6868,tongong,-3.0,1.0
6869,tuntunan,-3.0,1.0
6870,kecapekan,-3.0,1.0
6871,inventori,-3.0,1.0
6872,melabrak,-5.0,1.0
6873,khinzir,-4.0,1.0
6874,curna,-5.0,1.0
6875,menghuni,-3.0,1.0
6876,merayapi,-3.0,1.0
6877,oles,-4.0,1.0
6878,mendemonstrasikan,-4.0,1.0
6879,cuka belanda,-5.0,2.0
6880,mengalihkan,-5.0,1.0
6881,berdampingan,-3.0,1.0
6882,menggeletar,-4.0,1.0
6883,kompas,-3.0,1.0
6884,raib,-3.0,1.0
6885,terbongkar,-3.0,1.0
6886,pandir,-5.0,1.0
6887,mengantarai,-3.0,1.0
6888,kelam kabut,-4.0,2.0
6889,bertambun,-3.0,1.0
6890,topo,-5.0,1.0
6891,menyunat,-5.0,1.0
6892,melawat,-4.0,1.0
6893,mengantara,-3.0,1.0
6894,duaja,-3.0,1.0
6895,pegawai pemerintah,-3.0,2.0
6896,rahmat,-3.0,1.0
6897,bergemam,-3.0,1.0
6898,menanggungkan,-5.0,1.0
6899,berandalan,-5.0,1.0
6900,melibas,-4.0,1.0
6901,berselawat,-3.0,1.0
6902,pangsa,-3.0,1.0
6903,pica,-4.0,1.0
6904,meriba,-3.0,1.0
6905,menyengat,-4.0,1.0
6906,kanun,-3.0,1.0
6907,menanggapi,-5.0,1.0
6908,menggugat,-4.0,1.0
6909,berkumandang,-3.0,1.0
6910,boyak,-5.0,1.0
6911,lucah,-5.0,1.0
6912,cekang,-3.0,1.0
6913,gondok,-4.0,1.0
6914,ambai,-5.0,1.0
6915,gendak,-5.0,1.0
6916,dalalah,-5.0,1.0
6917,kecintaan,-3.0,1.0
6918,bertimpa-timpa,-3.0,1.0
6919,sewal,-5.0,1.0
6920,gosip,-5.0,1.0
6921,mata ikan,-4.0,2.0
6922,muncul,-3.0,1.0
6923,tungku,-4.0,1.0
6924,ambau,-5.0,1.0
6925,pukang,-3.0,1.0
6926,terbang arwah,-4.0,2.0
6927,mengungkapkan,-4.0,1.0
6928,bersentuh,-5.0,1.0
6929,aktif,-3.0,1.0
6930,memanaskan,-4.0,1.0
6931,ruat,-4.0,1.0
6932,membantai,-4.0,1.0
6933,plonga-plongo,-3.0,1.0
6934,keropos,-3.0,1.0
6935,rangkai,-4.0,1.0
6936,bertindak,-4.0,1.0
6937,membantar,-4.0,1.0
6938,ruai,-4.0,1.0
6939,ruak,-4.0,1.0
6940,pagebluk,-5.0,1.0
6941,canggung,-4.0,1.0
6942,tergeliat,-3.0,1.0
6943,lenggana,-4.0,1.0
6944,insentif,-3.0,1.0
6945,merangkam,-4.0,1.0
6946,gegadan,-5.0,1.0
6947,kicauan,-4.0,1.0
6948,mengucur,-3.0,1.0
6949,merangkak,-3.0,1.0
6950,shabu-shabu,-3.0,1.0
6951,banyak mulut,-4.0,2.0
6952,mengorok,-3.0,1.0
6953,percekcokan,-4.0,1.0
6954,laporan,-5.0,1.0
6955,unting,-5.0,1.0
6956,ambiguitas,-5.0,1.0
6957,menyampingkan,-4.0,1.0
6958,bando,-4.0,1.0
6959,mencarak,-3.0,1.0
6960,celetuk,-5.0,1.0
6961,ledekan,-5.0,1.0
6962,arah,-4.0,1.0
6963,pohon,-4.0,1.0
6964,rumor,-5.0,1.0
6965,aram,-3.0,1.0
6966,menimangkan,-3.0,1.0
6967,jelingah,-3.0,1.0
6968,dengus,-3.0,1.0
6969,dengut,-3.0,1.0
6970,berlaga,-4.0,1.0
6971,nasihat,-3.0,1.0
6972,kerawanan,-4.0,1.0
6973,murup,-3.0,1.0
6974,lasat,-5.0,1.0
6975,congor,-3.0,1.0
6976,menegapkan,-3.0,1.0
6977,perlengkapan,-3.0,1.0
6978,sederhana,-5.0,1.0
6979,jentaka,-5.0,1.0
6980,macis,-4.0,1.0
6981,amor,-4.0,1.0
6982,dedak,-3.0,1.0
6983,perosok,-4.0,1.0
6984,jereket,-3.0,1.0
6985,salin,-3.0,1.0
6986,beranak pinak,-3.0,2.0
6987,menggelorakan,-4.0,1.0
6988,menjemukan,-3.0,1.0
6989,sedat,-4.0,1.0
6990,bonggol,-4.0,1.0
6991,sebelah,-4.0,1.0
6992,bersusila,-4.0,1.0
6993,berliku-liku,-4.0,1.0
6994,hidung,-5.0,1.0
6995,bersaba,-3.0,1.0
6996,penyatuan,-4.0,1.0
6997,runtun,-5.0,1.0
6998,meredam,-4.0,1.0
6999,buah hati,-3.0,2.0
7000,mendoa,-3.0,1.0
7001,geser,-5.0,1.0
7002,birokrat,-3.0,1.0
7003,memihakkan,-4.0,1.0
7004,elusan,-3.0,1.0
7005,tegar,-4.0,1.0
7006,huni,-3.0,1.0
7007,datang hati,-5.0,2.0
7008,gegabah,-5.0,1.0
7009,instruksi,-3.0,1.0
7010,sadis,-5.0,1.0
7011,bertelingkah,-4.0,1.0
7012,sarak,-3.0,1.0
7013,kandas,-5.0,1.0
7014,berlarian,-5.0,1.0
7015,agama,-3.0,1.0
7016,mendompleng,-3.0,1.0
7017,menitis,-3.0,1.0
7018,berkisar,-3.0,1.0
7019,penghapusan,-3.0,1.0
7020,loakan,-4.0,1.0
7021,dekaden,-5.0,1.0
7022,bukti,-3.0,1.0
7023,berkemih,-3.0,1.0
7024,menabrak,-3.0,1.0
7025,dungkul,-4.0,1.0
7026,sia-sia,-4.0,1.0
7027,kerok,-3.0,1.0
7028,potol,-4.0,1.0
7029,aliansi,-4.0,1.0
7030,riba,-3.0,1.0
7031,luak,-3.0,1.0
7032,hantam,-5.0,1.0
7033,penanda,-3.0,1.0
7034,menjapit,-4.0,1.0
7035,merosok,-3.0,1.0
7036,berkeberatan,-4.0,1.0
7037,ujung tangan,-4.0,2.0
7038,encok,-5.0,1.0
7039,otek,-4.0,1.0
7040,koneksi,-4.0,1.0
7041,mulut rambang,-4.0,2.0
7042,anggara,-4.0,1.0
7043,merecok,-4.0,1.0
7044,penindihan,-4.0,1.0
7045,gili-gili,-3.0,1.0
7046,berurine,-3.0,1.0
7047,pengebat,-3.0,1.0
7048,mendedahkan,-4.0,1.0
7049,armada,-5.0,1.0
7050,terkutuk,-5.0,1.0
7051,memenangi,-5.0,1.0
7052,wan,-4.0,1.0
7053,termasuk,-3.0,1.0
7054,gado-gado,-4.0,1.0
7055,wah,-3.0,1.0
7056,gamang,-3.0,1.0
7057,cantik,-4.0,1.0
7058,merembes,-3.0,1.0
7059,melemah,-3.0,1.0
7060,kesetanan,-3.0,1.0
7061,rakaat,-4.0,1.0
7062,melepaskan,-5.0,1.0
7063,terowongan,-4.0,1.0
7064,vakum,-3.0,1.0
7065,menolak,-4.0,1.0
7066,faring,-5.0,1.0
7067,bergemuruh,-3.0,1.0
7068,ramah,-3.0,1.0
7069,ramai,-5.0,1.0
7070,pelontar,-3.0,1.0
7071,berhanyut,-4.0,1.0
7072,bersanggit,-5.0,1.0
7073,esensial,-4.0,1.0
7074,jajaran genjang,-4.0,2.0
7075,menghabiskan,-4.0,1.0
7076,menampakkan,-4.0,1.0
7077,bercumbu,-4.0,1.0
7078,lalat kerbau,-4.0,2.0
7079,tidak keruan,-3.0,2.0
7080,jaringan,-4.0,1.0
7081,duel,-4.0,1.0
7082,pencegah,-3.0,1.0
7083,curang,-5.0,1.0
7084,lewat batas,-4.0,2.0
7085,tengak,-4.0,1.0
7086,dampak,-3.0,1.0
7087,tengkar,-4.0,1.0
7088,meragukan,-3.0,1.0
7089,layu,-4.0,1.0
7090,balela,-4.0,1.0
7091,memergoki,-5.0,1.0
7092,merua,-4.0,1.0
7093,cacau,-5.0,1.0
7094,inspirasi,-3.0,1.0
7095,beramuk-amukan,-4.0,1.0
7096,setuju,-3.0,1.0
7097,petir,-3.0,1.0
7098,berbelit-belit,-4.0,1.0
7099,lusuh,-5.0,1.0
7100,tersiar,-3.0,1.0
7101,galaba,-5.0,1.0
7102,bertunjangkan,-4.0,1.0
7103,pental,-3.0,1.0
7104,paruh,-3.0,1.0
7105,darurat,-4.0,1.0
7106,geming,-4.0,1.0
7107,hangit,-5.0,1.0
7108,gepok,-5.0,1.0
7109,realisasi,-3.0,1.0
7110,memotivasi,-4.0,1.0
7111,angkatan,-5.0,1.0
7112,serupa,-3.0,1.0
7113,kesentuhan,-3.0,1.0
7114,kungkungan,-3.0,1.0
7115,ajar,-3.0,1.0
7116,luwes,-4.0,1.0
7117,siaran,-3.0,1.0
7118,acoan,-5.0,1.0
7119,pegawai negeri,-3.0,2.0
7120,merundung,-4.0,1.0
7121,parut,-3.0,1.0
7122,panar,-3.0,1.0
7123,oyok,-3.0,1.0
7124,cingangah,-4.0,1.0
7125,bertele-tele,-3.0,1.0
7126,menyerap,-3.0,1.0
7127,hilang pikiran,-4.0,2.0
7128,getol,-3.0,1.0
7129,mengebiri,-3.0,1.0
7130,merapatkan,-3.0,1.0
7131,batil,-4.0,1.0
7132,ketelanjuran,-5.0,1.0
7133,siksaan,-5.0,1.0
7134,setip,-3.0,1.0
7135,kalimantang,-3.0,1.0
7136,salah urat,-3.0,2.0
7137,menempati,-3.0,1.0
7138,bermotif,-3.0,1.0
7139,indo,-3.0,1.0
7140,jeritan,-5.0,1.0
7141,berziarah,-4.0,1.0
7142,adimarga,-4.0,1.0
7143,menyolang,-3.0,1.0
7144,terkelik,-3.0,1.0
7145,berogak-ogak,-4.0,1.0
7146,pusu,-4.0,1.0
7147,arus udara,-4.0,2.0
7148,pencerahan,-3.0,1.0
7149,terpotong,-3.0,1.0
7150,bambu,-3.0,1.0
7151,bendera,-3.0,1.0
7152,empedal,-5.0,1.0
7153,memindahkan,-5.0,1.0
7154,cecunguk,-5.0,1.0
7155,tulah,-3.0,1.0
7156,barkas,-5.0,1.0
7157,bercanda,-4.0,1.0
7158,iring-iringan,-4.0,1.0
7159,datuk,-4.0,1.0
7160,memalak,-4.0,1.0
7161,kumandang,-3.0,1.0
7162,turunan,-3.0,1.0
7163,kacrek,-3.0,1.0
7164,ametis,-4.0,1.0
7165,segi,-4.0,1.0
7166,gembira,-3.0,1.0
7167,menangkap tangan,-5.0,2.0
7168,batalion,-5.0,1.0
7169,berasimilasi,-3.0,1.0
7170,reyot,-3.0,1.0
7171,terjumpa,-4.0,1.0
7172,kemasygulan,-3.0,1.0
7173,beroperasi,-4.0,1.0
7174,bengok,-4.0,1.0
7175,hujung,-3.0,1.0
7176,inklinasi,-3.0,1.0
7177,menasihatkan,-3.0,1.0
7178,mengistimewakan,-3.0,1.0
7179,berpencar,-5.0,1.0
7180,huma,-4.0,1.0
7181,demen,-3.0,1.0
7182,memperolahkan,-4.0,1.0
7183,jalan protokol,-4.0,2.0
7184,menyentak,-5.0,1.0
7185,sakit hati,-3.0,2.0
7186,jeri,-3.0,1.0
7187,gabungan,-5.0,1.0
7188,tertawan,-3.0,1.0
7189,tersisih,-5.0,1.0
7190,membangunkan,-4.0,1.0
7191,depak,-3.0,1.0
7192,bertabrakan,-4.0,1.0
7193,halilintar,-3.0,1.0
7194,cekung,-4.0,1.0
7195,memecatkan,-5.0,1.0
7196,pelet,-3.0,1.0
7197,konkretisasi,-3.0,1.0
7198,gua,-3.0,1.0
7199,menyeramkan,-4.0,1.0
7200,persengketaan,-4.0,1.0
7201,omong,-4.0,1.0
7202,mendalam,-3.0,1.0
7203,motivasi,-3.0,1.0
7204,mengejawantah,-3.0,1.0
7205,berbondong-bondong,-3.0,1.0
7206,menjepit leher,-4.0,2.0
7207,relasi,-4.0,1.0
7208,tebaran,-3.0,1.0
7209,menyerobot,-5.0,1.0
7210,menghamuni,-5.0,1.0
7211,tidak bekerja,-4.0,2.0
7212,jerum,-4.0,1.0
7213,skors,-3.0,1.0
7214,cetera,-4.0,1.0
7215,melesap,-3.0,1.0
7216,tertancap,-3.0,1.0
7217,detektif,-3.0,1.0
7218,lompong,-5.0,1.0
7219,berpucuk,-4.0,1.0
7220,beralasan,-4.0,1.0
7221,memakan,-4.0,1.0
7222,cimeng,-3.0,1.0
7223,baku,-3.0,1.0
7224,kabar,-3.0,1.0
7225,menjotos,-3.0,1.0
7226,rasionalitas,-4.0,1.0
7227,bangsal,-3.0,1.0
7228,meraban,-4.0,1.0
7229,memaling,-5.0,1.0
7230,menular,-4.0,1.0
7231,saya,-3.0,1.0
7232,jilid,-5.0,1.0
7233,bidas,-5.0,1.0
7234,mencerat,-3.0,1.0
7235,bercekit,-4.0,1.0
7236,pembungkus,-3.0,1.0
7237,berderum,-4.0,1.0
7238,goblok,-5.0,1.0
7239,menceluk,-3.0,1.0
7240,cakap,-4.0,1.0
